step,time_s,p_read_home,p_compose_post,p_read_user,qps_read_home,qps_compose_post,qps_read_user,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
0,0.000,0.333333,0.539530,0.127137,30.000000,48.557687,11.442313,0.912956,0.000000,0.000000,1.000000,0.00000000,1.386925,0.000000,15,0.259093,0.378020,,,113.534696,142.852562,0.794768,0.000000
1,5.000,0.336325,0.538018,0.125657,30.269272,48.421586,11.309142,0.925071,0.000000,0.012663,1.000000,0.00253254,1.385884,0.000000,15,0.259198,0.357219,,,115.205144,142.777276,0.806887,0.000000
2,10.000,0.339317,0.536473,0.124210,30.538502,48.282575,11.178922,0.955195,0.000000,0.031091,1.000000,0.00621828,1.384841,0.000000,15,0.259275,0.336495,,,119.339012,142.701025,0.836287,0.000000
3,15.000,0.342307,0.534896,0.122796,30.807647,48.140678,11.051675,0.986356,0.000000,0.031125,1.000000,0.00622502,1.383799,0.000000,15,0.259324,0.315889,,,120.132827,142.623821,0.842305,0.000000
4,20.000,0.345296,0.533288,0.121416,31.076664,47.995916,10.927420,0.933872,0.000000,0.053684,0.989247,0.01073688,1.382759,0.000000,15,0.259460,0.295445,,,118.931125,142.545676,0.834337,0.000000
5,25.000,0.348283,0.531648,0.120069,31.345511,47.848312,10.806177,0.933258,0.000000,0.005442,1.000000,0.00108835,1.381723,0.000000,15,0.259641,0.275202,,,119.187505,142.466603,0.836600,0.000000
6,30.000,0.351268,0.529977,0.118755,31.614146,47.697890,10.687964,0.947180,0.000000,0.014163,1.000000,0.00283263,1.380693,0.000000,15,0.259796,0.255204,,,116.323771,142.386614,0.816957,0.000000
7,35.000,0.354250,0.528274,0.117476,31.882526,47.544673,10.572801,1.001721,0.000000,0.053914,0.989247,0.01078279,1.379669,0.000000,15,0.260048,0.235493,,,119.373058,142.305722,0.838849,0.000000
8,40.000,0.357229,0.526541,0.116230,32.150608,47.388686,10.460706,0.942640,0.000000,0.059530,1.000000,0.01190600,1.378653,0.000000,15,0.260397,0.216110,,,119.787345,142.223939,0.842245,0.000000
9,45.000,0.360204,0.524777,0.115019,32.418351,47.229952,10.351697,1.003878,0.000000,0.060433,1.000000,0.01208662,1.377647,0.000000,15,0.260720,0.197098,,,123.020166,142.141278,0.865478,0.000000
10,50.000,0.363175,0.522983,0.113842,32.685712,47.068498,10.245790,0.997916,0.000000,0.007820,1.000000,0.00156397,1.376652,0.000000,15,0.261017,0.178496,,,117.412651,142.057754,0.826513,0.000000
11,55.000,0.366141,0.521159,0.112700,32.952649,46.904349,10.143002,0.947219,0.000000,0.051416,0.992832,0.01028315,1.375670,0.500000,15,0.261354,0.160347,,,117.757107,141.973377,0.829431,0.000000
12,60.000,0.369101,0.519306,0.111593,33.219120,46.737530,10.043350,0.988963,0.000000,0.041572,1.000000,0.00831437,1.374702,0.000000,15,0.261813,0.142690,,,115.971764,141.888163,0.817346,0.000000
13,65.000,0.372056,0.517423,0.110521,33.485082,46.568068,9.946850,0.981982,0.000000,0.008250,1.000000,0.00165003,1.373749,0.000000,15,0.262247,0.125564,,,115.955659,141.802125,0.817729,0.000000
14,70.000,0.375005,0.515511,0.109484,33.750494,46.395990,9.853516,0.980248,0.000000,0.006023,1.000000,0.00120460,1.372814,0.000000,15,0.262655,0.109009,,,117.804266,141.715275,0.831274,0.000000
15,75.000,0.377948,0.513570,0.108482,34.015314,46.221323,9.763363,1.040382,0.000000,0.057115,1.000000,0.01142301,1.371897,0.000000,15,0.263038,0.093062,,,118.504549,141.627628,0.836733,0.000000
16,80.000,0.380883,0.511601,0.107516,34.279500,46.044094,9.676407,0.951788,0.000000,0.085838,1.000000,0.01716754,1.371001,0.000000,15,0.263396,0.077760,,,120.122182,141.539198,0.848685,0.000000
17,85.000,0.383811,0.509604,0.106585,34.543009,45.864331,9.592659,0.946216,0.066667,0.022343,1.000000,0.00446856,1.370125,0.000000,14,0.230369,0.120452,,,114.677116,141.449998,0.810725,0.000000
18,90.000,0.386731,0.507578,0.105690,34.805802,45.682064,9.512134,1.039835,0.066667,0.102770,1.000000,0.02055393,1.369272,0.000000,15,0.264034,0.049232,,,123.777016,141.360043,0.875615,0.000000
19,95.000,0.389643,0.505526,0.104832,35.067836,45.497320,9.434844,0.987796,0.000000,0.050811,1.000000,0.01016212,1.368444,0.000000,15,0.264315,0.036074,,,117.220035,141.269347,0.829763,0.000000
20,100.000,0.392545,0.503446,0.104009,35.329069,45.310129,9.360802,0.968971,0.066667,0.034032,0.996416,0.00680641,1.367640,0.000000,14,0.230891,0.070912,,,118.754427,141.177924,0.841169,0.000000
21,105.000,0.395438,0.501339,0.103222,35.589461,45.120520,9.290019,0.983743,0.066667,0.028429,1.000000,0.00568574,1.366863,0.000000,15,0.264966,0.012129,,,112.498744,141.085789,0.797378,0.000000
22,110.000,0.398322,0.499206,0.102472,35.848970,44.928524,9.222506,0.988764,0.000000,0.004490,1.000000,0.00089809,1.366115,0.000000,15,0.265307,0.001401,,,114.243570,140.992956,0.810279,0.000000
23,115.000,0.401195,0.497046,0.101759,36.107556,44.734170,9.158275,1.049319,0.000000,0.056875,0.996416,0.01137501,1.365395,0.000000,15,0.265743,-0.008461,,,118.961798,140.899439,0.844303,0.000000
24,120.000,0.404058,0.494861,0.101081,36.365177,44.537489,9.097334,0.976346,0.066667,0.083486,1.000000,0.01669722,1.364705,0.000000,14,0.232146,0.017575,,,121.159609,140.805255,0.860476,0.000000
25,125.000,0.406909,0.492650,0.100441,36.621793,44.338513,9.039694,0.978481,0.000000,0.004611,1.000000,0.00092225,1.364047,0.000000,14,0.232502,0.006788,,,112.313687,140.710416,0.798190,0.000000
26,130.000,0.409748,0.490414,0.099837,36.877363,44.137273,8.985364,1.016724,0.066667,0.050209,1.000000,0.01004181,1.363421,0.000000,15,0.267005,-0.032607,,,122.653327,140.614939,0.872264,0.000000
27,135.000,0.412576,0.488153,0.099271,37.131847,43.933800,8.934353,1.014388,0.066667,0.020022,1.000000,0.00400439,1.362829,0.000000,14,0.233153,-0.011490,,,114.691738,140.518839,0.816202,0.000000
28,140.000,0.415391,0.485868,0.098741,37.385205,43.728127,8.886668,1.056411,0.066667,0.052177,1.000000,0.01043542,1.362271,0.000000,15,0.267720,-0.043961,,,120.349310,140.422130,0.857054,0.000000
29,145.000,0.418193,0.483559,0.098248,37.637397,43.520286,8.842317,1.046261,0.000000,0.010598,0.989247,0.00211956,1.361748,0.000000,15,0.268216,-0.048162,,,120.299432,140.324829,0.857293,0.000000
30,150.000,0.420982,0.481226,0.097792,37.888383,43.310310,8.801307,0.999268,0.066667,0.058972,1.000000,0.01179443,1.361262,0.000000,14,0.234414,-0.030262,,,119.052786,140.226949,0.849001,0.000000
31,155.000,0.423757,0.478869,0.097374,38.138123,43.098232,8.763645,0.985399,0.000000,0.014858,1.000000,0.00297156,1.360812,0.000000,14,0.234894,-0.034132,,,112.930631,140.128508,0.805908,0.000000
32,160.000,0.426518,0.476490,0.096993,38.386579,42.884086,8.729336,1.049918,0.066667,0.073304,0.996416,0.01466081,1.360401,0.500000,15,0.269797,-0.054710,,,120.364540,140.029520,0.859565,0.000000
33,165.000,0.429263,0.474088,0.096649,38.633709,42.667905,8.698386,1.066408,0.000000,0.014404,0.989247,0.00288087,1.360028,0.000000,15,0.270481,-0.054844,,,118.105670,139.930001,0.844034,0.000000
34,170.000,0.431994,0.471664,0.096342,38.879477,42.449724,8.670800,0.971749,0.066667,0.102110,1.000000,0.02042207,1.359693,0.000000,14,0.236917,-0.038401,,,119.389817,139.829966,0.853821,0.000000
35,175.000,0.434709,0.469218,0.096073,39.123842,42.229576,8.646582,1.043388,0.000000,0.067645,1.000000,0.01352909,1.359399,0.000000,14,0.237663,-0.037359,,,120.217584,139.729432,0.860360,0.000000
36,180.000,0.437409,0.466750,0.095842,39.366766,42.007498,8.625735,1.057858,0.066667,0.025940,1.000000,0.00518799,1.359145,0.000000,15,0.272625,-0.049040,,,118.159687,139.628414,0.846244,0.000000
37,185.000,0.440091,0.464261,0.095647,39.608212,41.783524,8.608265,1.037245,0.066667,0.033848,1.000000,0.00676964,1.358931,0.000000,14,0.239096,-0.031582,,,118.515056,139.526929,0.849406,0.000000
38,190.000,0.442757,0.461752,0.095491,39.848140,41.557688,8.594172,0.995041,0.000000,0.041799,1.000000,0.00835986,1.358758,0.000000,14,0.239782,-0.026861,,,120.043979,139.424992,0.860993,0.000000
39,195.000,0.445406,0.459223,0.095372,40.086513,41.330028,8.583459,1.053908,0.000000,0.054739,1.000000,0.01094780,1.358626,0.000000,14,0.240448,-0.020935,,,115.721744,139.322619,0.830603,0.000000
