step,time_s,hot_expert,expert_0_popularity,expert_1_popularity,expert_2_popularity,expert_3_popularity,expert_4_popularity,expert_5_popularity
0,0.000,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
1,0.010,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
2,0.020,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
3,0.030,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
4,0.040,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
5,0.050,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
6,0.060,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
7,0.070,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
8,0.080,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
9,0.090,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
10,0.100,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
11,0.110,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
