request_id,endpoint,status,latency_ms,error
0,/wrk2-api/post/compose,0,3066.8631410226226,RemoteDisconnected('Remote end closed connection without response')
1,/wrk2-api/home-timeline/read,200,29.168874956667423,
2,/wrk2-api/user-timeline/read,200,24.605461163446307,
3,/wrk2-api/post/compose,0,3064.0216199681163,RemoteDisconnected('Remote end closed connection without response')
4,/wrk2-api/home-timeline/read,200,29.396423837170005,
5,/wrk2-api/user-timeline/read,200,23.15784594975412,
6,/wrk2-api/post/compose,0,3061.817809008062,RemoteDisconnected('Remote end closed connection without response')
7,/wrk2-api/home-timeline/read,200,25.678663048893213,
8,/wrk2-api/user-timeline/read,200,12.474913848564029,
9,/wrk2-api/post/compose,0,3040.137607837096,RemoteDisconnected('Remote end closed connection without response')
10,/wrk2-api/home-timeline/read,200,15.806339215487242,
11,/wrk2-api/user-timeline/read,200,11.0479979775846,
12,/wrk2-api/post/compose,0,3033.9266499504447,RemoteDisconnected('Remote end closed connection without response')
13,/wrk2-api/home-timeline/read,200,14.276718953624368,
14,/wrk2-api/user-timeline/read,200,12.913981918245554,
15,/wrk2-api/post/compose,200,32.29741798713803,
16,/wrk2-api/home-timeline/read,200,14.642155962064862,
17,/wrk2-api/user-timeline/read,200,9.958937065675855,
18,/wrk2-api/post/compose,200,29.353772988542914,
19,/wrk2-api/home-timeline/read,200,13.448578072711825,
20,/wrk2-api/user-timeline/read,200,10.448429035022855,
21,/wrk2-api/post/compose,200,30.779710970818996,
22,/wrk2-api/home-timeline/read,200,14.004945056512952,
23,/wrk2-api/user-timeline/read,200,9.939359035342932,
24,/wrk2-api/post/compose,200,31.61778813228011,
25,/wrk2-api/home-timeline/read,200,14.110065996646881,
26,/wrk2-api/user-timeline/read,200,11.104384204372764,
27,/wrk2-api/post/compose,200,31.236761016771197,
28,/wrk2-api/home-timeline/read,200,13.91090895049274,
29,/wrk2-api/user-timeline/read,200,10.620011948049068,
30,/wrk2-api/post/compose,200,30.623934930190444,
31,/wrk2-api/home-timeline/read,200,14.359014108777046,
32,/wrk2-api/user-timeline/read,200,10.41949400678277,
33,/wrk2-api/post/compose,200,31.313323182985187,
34,/wrk2-api/home-timeline/read,200,14.692410826683044,
35,/wrk2-api/user-timeline/read,200,10.100282030180097,
36,/wrk2-api/post/compose,200,28.956465888768435,
37,/wrk2-api/home-timeline/read,200,13.68584600277245,
38,/wrk2-api/user-timeline/read,200,10.50467393361032,
39,/wrk2-api/post/compose,200,29.977557947859168,
40,/wrk2-api/home-timeline/read,200,14.419798972085118,
41,/wrk2-api/user-timeline/read,200,11.202508816495538,
42,/wrk2-api/post/compose,200,32.191628124564886,
43,/wrk2-api/home-timeline/read,200,14.739450067281723,
44,/wrk2-api/user-timeline/read,200,10.254452005028725,
45,/wrk2-api/post/compose,200,30.44689306989312,
46,/wrk2-api/home-timeline/read,200,14.359305147081614,
47,/wrk2-api/user-timeline/read,200,11.000449070706964,
48,/wrk2-api/post/compose,200,29.94359517470002,
49,/wrk2-api/home-timeline/read,200,15.233930898830295,
50,/wrk2-api/user-timeline/read,200,10.487071936950088,
51,/wrk2-api/post/compose,200,31.894519925117493,
52,/wrk2-api/home-timeline/read,200,16.093009151518345,
53,/wrk2-api/user-timeline/read,200,11.071691988036036,
54,/wrk2-api/post/compose,200,30.3378370590508,
55,/wrk2-api/home-timeline/read,200,14.379222178831697,
56,/wrk2-api/user-timeline/read,200,11.01042702794075,
57,/wrk2-api/post/compose,200,30.160763999447227,
58,/wrk2-api/home-timeline/read,200,14.47557215578854,
59,/wrk2-api/user-timeline/read,200,10.417378973215818,
60,/wrk2-api/post/compose,200,33.1860720179975,
61,/wrk2-api/home-timeline/read,200,14.388178009539843,
62,/wrk2-api/user-timeline/read,200,10.296131949871778,
63,/wrk2-api/post/compose,200,33.83487416431308,
64,/wrk2-api/home-timeline/read,200,15.38125891238451,
65,/wrk2-api/user-timeline/read,200,9.905275888741016,
66,/wrk2-api/post/compose,200,30.617023119702935,
67,/wrk2-api/home-timeline/read,200,14.154858887195587,
68,/wrk2-api/user-timeline/read,200,10.262067196890712,
69,/wrk2-api/post/compose,200,31.99130203574896,
70,/wrk2-api/home-timeline/read,200,15.834982972592115,
71,/wrk2-api/user-timeline/read,200,13.58989393338561,
72,/wrk2-api/post/compose,200,29.84512015245855,
73,/wrk2-api/home-timeline/read,200,15.493508893996477,
74,/wrk2-api/user-timeline/read,200,9.954757988452911,
75,/wrk2-api/post/compose,200,29.99968104995787,
76,/wrk2-api/home-timeline/read,200,13.945854967460036,
77,/wrk2-api/user-timeline/read,200,9.86874708905816,
78,/wrk2-api/post/compose,200,30.406756093725562,
79,/wrk2-api/home-timeline/read,200,14.24490800127387,
80,/wrk2-api/user-timeline/read,200,9.835121920332313,
81,/wrk2-api/post/compose,200,30.329662142321467,
82,/wrk2-api/home-timeline/read,200,14.031235128641129,
83,/wrk2-api/user-timeline/read,200,9.91649809293449,
84,/wrk2-api/post/compose,200,30.772175872698426,
85,/wrk2-api/home-timeline/read,200,14.266410144045949,
86,/wrk2-api/user-timeline/read,200,10.106544010341167,
87,/wrk2-api/post/compose,200,31.13694186322391,
88,/wrk2-api/home-timeline/read,200,13.969399966299534,
89,/wrk2-api/user-timeline/read,200,9.95930703356862,
