step,hot_expert,expert_popularity,default_cost,idynamics_cost,cost_reduction_pct,default_latency_ms,idynamics_latency_ms
0,0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,243285.491143,184586.353045,24.127677,29.735989,25.183403
1,0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,243285.491143,184586.353045,24.127677,28.260719,25.860731
2,0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,243285.491143,184586.353045,24.127677,27.296581,25.610711
3,0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,243285.491143,184586.353045,24.127677,27.584801,25.990344
4,0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,243285.491143,184586.353045,24.127677,28.309224,26.880369
5,0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,243285.491143,184586.353045,24.127677,28.159515,26.936708
6,0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,243285.491143,184586.353045,24.127677,28.334709,26.122296
7,0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,243285.491143,184586.353045,24.127677,27.791972,25.259395
8,5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,253206.043515,192493.734722,23.977433,26.701773,25.978533
9,5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,253206.043515,192493.734722,23.977433,27.825761,26.295149
10,5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,253206.043515,192493.734722,23.977433,28.220329,25.037790
11,5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,253206.043515,192493.734722,23.977433,27.390595,25.148812
12,5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,253206.043515,192493.734722,23.977433,28.746700,25.942937
13,5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,253206.043515,192493.734722,23.977433,28.047152,25.315965
14,5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,253206.043515,192493.734722,23.977433,26.942487,25.567464
15,5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,253206.043515,192493.734722,23.977433,27.866667,26.393184
16,4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,238386.274517,193378.886982,18.880025,26.744108,26.696071
17,4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,238386.274517,193378.886982,18.880025,27.266058,26.019871
18,4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,238386.274517,193378.886982,18.880025,27.682614,26.094055
19,4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,238386.274517,193378.886982,18.880025,28.306955,27.126674
20,4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,238386.274517,193378.886982,18.880025,28.212286,26.006328
21,4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,238386.274517,193378.886982,18.880025,28.274489,26.729459
22,4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,238386.274517,193378.886982,18.880025,28.623234,26.645172
23,4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,238386.274517,193378.886982,18.880025,26.669433,25.834420
24,3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,213645.953147,202290.006227,5.315311,27.626337,28.246399
25,3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,213645.953147,202290.006227,5.315311,27.836656,28.237079
26,3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,213645.953147,202290.006227,5.315311,28.174090,26.580329
27,3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,213645.953147,202290.006227,5.315311,27.979865,27.955081
28,3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,213645.953147,202290.006227,5.315311,28.264337,26.349190
29,3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,213645.953147,202290.006227,5.315311,28.279506,27.055318
30,3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,213645.953147,202290.006227,5.315311,26.280207,27.069511
31,3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,213645.953147,202290.006227,5.315311,26.388512,26.513386
32,2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,203725.400775,205129.375916,-0.689151,29.079499,29.941075
33,2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,203725.400775,205129.375916,-0.689151,28.779317,28.340802
34,2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,203725.400775,205129.375916,-0.689151,29.441313,28.268239
35,2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,203725.400775,205129.375916,-0.689151,27.170333,26.062579
36,2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,203725.400775,205129.375916,-0.689151,28.660328,26.219689
37,2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,203725.400775,205129.375916,-0.689151,25.685512,27.482585
38,2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,203725.400775,205129.375916,-0.689151,27.995433,27.317699
39,2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,203725.400775,205129.375916,-0.689151,28.768218,27.930444
40,1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,218545.169773,195498.023193,10.545713,28.110817,27.454210
41,1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,218545.169773,195498.023193,10.545713,27.482662,27.268717
42,1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,218545.169773,195498.023193,10.545713,29.792847,26.361418
43,1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,218545.169773,195498.023193,10.545713,28.079397,27.521788
44,1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,218545.169773,195498.023193,10.545713,27.520199,27.068030
45,1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,218545.169773,195498.023193,10.545713,26.590141,26.759694
46,1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,218545.169773,195498.023193,10.545713,27.983890,27.993518
47,1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,218545.169773,195498.023193,10.545713,28.704778,26.650155
