step,time_s,p_read_home,p_compose_post,p_read_user,qps_read_home,qps_compose_post,qps_read_user,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
0,0.000,0.333333,0.539530,0.127137,30.000000,48.557687,11.442313,0.912956,0.000000,0.000000,1.000000,0.00000000,1.386925,0.000000,15,0.259093,0.378020,,,113.534696,142.852562,0.794768,0.000000
1,5.000,0.334829,0.538778,0.126393,30.134639,48.490002,11.375360,0.924022,0.000000,0.011762,1.000000,0.00235237,1.386405,0.000000,15,0.259149,0.367612,,,115.162615,142.815041,0.806376,0.000000
2,10.000,0.336325,0.538018,0.125657,30.269272,48.421586,11.309142,0.953115,0.000000,0.030308,1.000000,0.00606163,1.385884,0.000000,15,0.259198,0.357219,,,119.301758,142.777276,0.835579,0.000000
3,15.000,0.337821,0.537249,0.124930,30.403895,48.352443,11.243662,0.983261,0.000000,0.030438,1.000000,0.00608768,1.385362,0.000000,15,0.259240,0.346845,,,120.103011,142.739270,0.841415,0.000000
4,20.000,0.339317,0.536473,0.124210,30.538502,48.282575,11.178922,0.929781,0.000000,0.054611,1.000000,0.01092210,1.384841,0.000000,15,0.259275,0.336495,,,118.971793,142.701025,0.833714,0.000000
5,25.000,0.340812,0.535689,0.123499,30.673088,48.211986,11.114926,0.928188,0.000000,0.003359,1.000000,0.00067188,1.384320,0.000000,15,0.259303,0.326175,,,119.100211,142.662541,0.834839,0.000000
6,30.000,0.342307,0.534896,0.122796,30.807647,48.140678,11.051675,0.941149,0.000000,0.013532,1.000000,0.00270647,1.383799,0.000000,15,0.259324,0.315889,,,116.308320,142.623821,0.815490,0.000000
7,35.000,0.343802,0.534096,0.122102,30.942174,48.068654,10.989172,0.994748,0.000000,0.053647,0.989247,0.01072939,1.383279,0.000000,15,0.259359,0.305644,,,119.389913,142.584865,0.837325,0.000000
8,40.000,0.345296,0.533288,0.121416,31.076664,47.995916,10.927420,0.934743,0.000000,0.060560,1.000000,0.01211201,1.382759,0.000000,15,0.259460,0.295445,,,119.862713,142.545676,0.840872,0.000000
9,45.000,0.346790,0.532472,0.120738,31.211111,47.922468,10.866421,0.995077,0.000000,0.060389,1.000000,0.01207780,1.382241,0.000000,15,0.259554,0.285295,,,123.071783,142.506255,0.863624,0.000000
10,50.000,0.348283,0.531648,0.120069,31.345511,47.848312,10.806177,0.988230,0.000000,0.007143,1.000000,0.00142852,1.381723,0.000000,15,0.259641,0.275202,,,117.450173,142.466603,0.824405,0.000000
11,55.000,0.349776,0.530816,0.119408,31.479858,47.773452,10.746690,0.936668,0.000000,0.052432,1.000000,0.01048634,1.381207,0.000000,15,0.259722,0.265170,,,117.873828,142.426722,0.827610,0.000000
12,60.000,0.351268,0.529977,0.118755,31.614146,47.697890,10.687964,0.977566,0.000000,0.041574,1.000000,0.00831485,1.380693,0.000000,15,0.259796,0.255204,,,116.072068,142.386614,0.815189,0.000000
13,65.000,0.352760,0.529129,0.118111,31.748370,47.621629,10.630000,0.969759,0.000000,0.008263,0.989247,0.00165265,1.380180,0.000000,15,0.259863,0.245310,,,116.074536,142.346280,0.815438,0.000000
14,70.000,0.354250,0.528274,0.117476,31.882526,47.544673,10.572801,0.967219,0.000000,0.003774,1.000000,0.00075490,1.379669,0.000000,15,0.260048,0.235493,,,117.844801,142.305722,0.828110,0.000000
15,75.000,0.355740,0.527411,0.116849,32.016607,47.467024,10.516369,1.026568,0.000000,0.057540,1.000000,0.01150804,1.379160,0.000000,15,0.260225,0.225758,,,118.706210,142.264941,0.834402,0.000000
16,80.000,0.357229,0.526541,0.116230,32.150608,47.388686,10.460706,0.937211,0.000000,0.087314,1.000000,0.01746281,1.378653,0.000000,15,0.260397,0.216110,,,120.365085,142.223939,0.846307,0.000000
17,85.000,0.358717,0.525663,0.115620,32.284525,47.309661,10.405815,0.930896,0.000000,0.007036,1.000000,0.00140721,1.378149,0.000000,15,0.260561,0.206555,,,114.205700,142.182717,0.803232,0.000000
18,90.000,0.360204,0.524777,0.115019,32.418351,47.229952,10.351697,1.023792,0.000000,0.090460,1.000000,0.01809207,1.377647,0.000000,15,0.260720,0.197098,,,123.503646,142.141278,0.868880,0.000000
19,95.000,0.361690,0.523884,0.114426,32.552082,47.149564,10.298354,0.971054,0.000000,0.051807,1.000000,0.01036146,1.377148,0.000000,15,0.260871,0.187743,,,117.541557,142.099623,0.827177,0.000000
20,100.000,0.363175,0.522983,0.113842,32.685712,47.068498,10.245790,0.951549,0.000000,0.020395,1.000000,0.00407893,1.376652,0.000000,15,0.261017,0.178496,,,118.455833,142.057754,0.833857,0.000000
21,105.000,0.364658,0.522075,0.113267,32.819236,46.986759,10.194005,0.965665,0.000000,0.014301,1.000000,0.00286028,1.376159,0.000000,15,0.261156,0.169363,,,112.219494,142.015671,0.790191,0.000000
22,110.000,0.366141,0.521159,0.112700,32.952649,46.904349,10.143002,0.970051,0.000000,0.004263,0.992832,0.00085263,1.375670,0.500000,15,0.261354,0.160347,,,114.614325,141.973377,0.807294,0.000000
23,115.000,0.367622,0.520236,0.112142,33.085945,46.821271,10.092783,1.029994,0.000000,0.057886,1.000000,0.01157722,1.375184,0.000000,15,0.261587,0.151454,,,119.457455,141.930874,0.841659,0.000000
24,120.000,0.369101,0.519306,0.111593,33.219120,46.737530,10.043350,0.956431,0.000000,0.071733,1.000000,0.01434655,1.374702,0.000000,15,0.261813,0.142690,,,121.093276,141.888163,0.853442,0.000000
25,125.000,0.370580,0.518368,0.111052,33.352167,46.653128,9.994705,0.957998,0.000000,0.001946,1.000000,0.00038919,1.374223,0.000000,15,0.262033,0.134058,,,112.689283,141.845246,0.794452,0.000000
26,130.000,0.372056,0.517423,0.110521,33.485082,46.568068,9.946850,0.995697,0.000000,0.037529,1.000000,0.00750587,1.373749,0.000000,15,0.262247,0.125564,,,122.654632,141.802125,0.864970,0.000000
27,135.000,0.373532,0.516471,0.109998,33.617860,46.482354,9.899786,0.992840,0.000000,0.003846,1.000000,0.00076929,1.373279,0.000000,15,0.262454,0.117213,,,114.583005,141.758800,0.808296,0.000000
28,140.000,0.375005,0.515511,0.109484,33.750494,46.395990,9.853516,1.034365,0.000000,0.039803,1.000000,0.00796068,1.372814,0.000000,15,0.262655,0.109009,,,120.483272,141.715275,0.850178,0.000000
29,145.000,0.376478,0.514544,0.108978,33.882981,46.308978,9.808041,1.023741,0.000000,0.010628,1.000000,0.00212568,1.372353,0.000000,15,0.262850,0.100957,,,121.021797,141.671550,0.854242,0.000000
30,150.000,0.377948,0.513570,0.108482,34.015314,46.221323,9.763363,0.976298,0.000000,0.046692,1.000000,0.00933830,1.371897,0.000000,15,0.263038,0.093062,,,119.250096,141.627628,0.841997,0.000000
31,155.000,0.379417,0.512589,0.107994,34.147489,46.133027,9.719485,0.962001,0.000000,0.015009,1.000000,0.00300177,1.371446,0.000000,15,0.263220,0.085328,,,113.715831,141.583510,0.803171,0.000000
32,160.000,0.380883,0.511601,0.107516,34.279500,46.044094,9.676407,1.026118,0.000000,0.062133,1.000000,0.01242652,1.371001,0.000000,15,0.263396,0.077760,,,120.755398,141.539198,0.853159,0.000000
33,165.000,0.382348,0.510606,0.107046,34.411342,45.954528,9.634131,1.042230,0.000000,0.015083,1.000000,0.00301665,1.370560,0.000000,15,0.263565,0.070362,,,119.087715,141.494693,0.841641,0.000000
34,170.000,0.383811,0.509604,0.106585,34.543009,45.864331,9.592659,0.947217,0.066667,0.104935,1.000000,0.02098699,1.370125,0.000000,14,0.230369,0.120452,,,120.444091,141.449998,0.851496,0.000000
35,175.000,0.385272,0.508595,0.106133,34.674498,45.773509,9.551993,1.018525,0.066667,0.083392,1.000000,0.01667844,1.369696,0.000000,15,0.263884,0.056094,,,121.960641,141.405114,0.862491,0.000000
36,180.000,0.386731,0.507578,0.105690,34.805802,45.682064,9.512134,1.032690,0.000000,0.013326,1.000000,0.00266524,1.369272,0.000000,15,0.264034,0.049232,,,118.728915,141.360043,0.839904,0.000000
37,185.000,0.388188,0.506556,0.105256,34.936916,45.590000,9.473084,1.011797,0.000000,0.020625,1.000000,0.00412491,1.368855,0.000000,15,0.264178,0.042558,,,119.100976,141.314787,0.842806,0.000000
38,190.000,0.389643,0.505526,0.104832,35.067836,45.497320,9.434844,0.969338,0.000000,0.042353,1.000000,0.00847052,1.368444,0.000000,15,0.264315,0.036074,,,121.259031,141.269347,0.858353,0.000000
39,195.000,0.391095,0.504489,0.104416,35.198555,45.404028,9.397417,1.027974,0.000000,0.056654,1.000000,0.01133073,1.368039,0.000000,15,0.264446,0.029786,,,117.119646,141.223726,0.829320,0.000000
