step,time_s,evidence_type,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count
0,0.000,replay,0.000000,0.014988,0.014988,7,7,0
1,1.000,replay,0.000000,0.009998,0.009998,7,7,0
2,2.000,replay,0.000000,0.009768,0.009768,7,7,0
3,3.000,replay,0.000000,0.022793,0.022793,7,7,0
4,4.000,replay,0.000000,0.009467,0.009467,7,7,0
5,5.000,replay,0.000000,0.009047,0.009047,7,7,0
6,6.000,replay,0.000000,0.009417,0.009417,7,7,0
7,7.000,replay,0.000000,0.012114,0.012114,7,7,0
8,8.000,replay,0.000000,0.008616,0.008616,7,7,0
9,9.000,replay,0.000000,0.008556,0.008556,7,7,0
10,10.000,replay,0.000000,0.008736,0.008736,7,7,0
11,11.000,replay,0.000000,0.008576,0.008576,7,7,0
12,12.000,replay,0.000000,0.008687,0.008687,7,7,0
13,13.000,replay,0.000000,0.009046,0.009046,7,7,0
14,14.000,replay,0.000000,0.012123,0.012123,7,7,0
15,15.000,replay,0.000000,0.008124,0.008124,7,7,0
16,16.000,replay,0.000000,0.013917,0.013917,7,7,0
17,17.000,replay,0.000000,0.008697,0.008697,7,7,0
18,18.000,replay,0.000000,0.008626,0.008626,7,7,0
19,19.000,replay,0.000000,0.008546,0.008546,7,7,0
20,20.000,replay,0.000000,0.009358,0.009358,7,7,0
21,21.000,replay,0.000000,0.012112,0.012112,7,7,0
22,22.000,replay,0.000000,0.009017,0.009017,7,7,0
23,23.000,replay,0.000000,0.009688,0.009688,7,7,0
24,24.000,replay,0.000000,0.012393,0.012393,7,7,0
25,25.000,replay,0.000000,0.009198,0.009198,11,14,0
26,26.000,replay,0.000000,0.009097,0.009097,11,14,0
27,27.000,replay,0.000000,0.012203,0.012203,11,14,0
28,28.000,replay,0.000000,0.008936,0.008936,11,14,0
29,29.000,replay,0.000000,0.015458,0.015458,7,7,0
30,30.000,replay,0.000000,0.009097,0.009097,7,7,0
31,31.000,replay,0.000000,0.008606,0.008606,7,7,0
32,32.000,replay,0.000000,0.008315,0.008315,7,7,0
33,33.000,replay,0.000000,0.009448,0.009448,11,14,0
34,34.000,replay,0.000000,0.009268,0.009268,11,14,0
35,35.000,replay,0.000000,0.011583,0.011583,11,14,0
36,36.000,replay,0.000000,0.009548,0.009548,11,14,0
37,37.000,replay,0.000000,0.008817,0.008817,11,14,0
38,38.000,replay,0.000000,0.012704,0.012704,11,14,0
39,39.000,replay,0.000000,0.008707,0.008707,11,14,0
40,40.000,replay,0.000000,0.008816,0.008816,7,7,0
41,41.000,replay,0.000000,0.008266,0.008266,7,7,0
42,42.000,replay,0.000000,0.009197,0.009197,11,14,0
43,43.000,replay,0.000000,0.008917,0.008917,11,14,0
44,44.000,replay,0.000000,0.008988,0.008988,11,14,0
45,45.000,replay,0.000000,0.008776,0.008776,7,7,0
46,46.000,replay,0.000000,0.008416,0.008416,7,7,0
47,47.000,replay,0.000000,0.011331,0.011331,7,7,0
